================================================================================= 
=== UFF - Doutorado em Computação - Aplicaçoes em Sistemas de Potencia        === 
=== ESTIMADOR DE ESTADO MÍNIMOS QUADRADOS PONDERADOS INCLUINDO MEDIDAS DE PMU === 
=== Desenvolvido por: Rui Menezes de Moraes - 2009                            === 
================================================================================= 
Arquivo de medidores:          .\med\CS1_39M_PMU_Is.med
Arquivo do sistema:            .\sist\ieee14.cdf
Tolerância entre iteraçoes:    1.00e-005
Limite de iteraçoes:           100

--- DADOS DA REDE --------------------------------------------------------------- 
Data do caso:                  08/19/93
Origem:                        UW ARCHIVE          
MVA base:                      100
Ano:                           1962
Estação:                       W
Identificação:                 IEEE 14 Bus Test Case
Número de barras:              14 
Número de ramos:               20 
Referência na barra:           1

--- TELEMEDIDAS ------------------------------------------------------------------
    Tipo 1 = Fluxo de potencia ativa        Tipo  6 = Módulo da tensão            
    Tipo 2 = Injeção de potencia ativa      Tipo  7 = Corrente de ramo (real)     
    Tipo 3 = Ângulo de fase da tensão       Tipo  8 = Corrente de ramo (imag)     
    Tipo 4 = Fluxo de potencia reativa      Tipo  9 = Injeção de corrente (real)  
    Tipo 5 = Injeção de potencia reativa    Tipo 10 = Injeção de corrente (imag)  
----------------------------------------------------------------------------------
   N    D    P TP  PN ST   Exa   FS       DP      V_Ref      V_Med          E(%) 
  52    2    4  8    -0.0301    -0.0299    -0.0302  +3.3626e-004      1.397 
--- Injeção de corrente (real)  --------------------------------------------------
   N    D    P  TP      Real     Medido   Estimado      Med-Est        rn 
----------------------------------------------------------------------------------
  82    0    5  9    -0.0692    -0.0695    -0.0677  -1.8075e-003     62.013 
 114    0    9  9    -0.2807    -0.2807    -0.2312  -4.9512e-002     57.576 
  72    0    4  9    -0.4681    -0.4651    -0.5011  +3.5992e-002     32.848 
 126    0   11  9    -0.0273    -0.0275    -0.0261  -1.4085e-003     28.384 
  92    0    6  9    -0.1119    -0.1112    -0.1159  +4.7134e-003     19.891 
 100    0    7  9    -0.0018    -0.0018    -0.0018  -9.2794e-007     18.739 
 120    0   10  9    -0.0689    -0.0686    -0.0671  -1.4952e-003      7.261 
  60    0    3  9    -0.9248    -0.9187    -0.9384  +1.9704e-002      6.742 
  44    0    1  9    +2.1912    +2.1983    +2.2426  -4.4353e-002      6.183 
  54    0    2  9    +0.1494    +0.1482    +0.1486  -3.6681e-004      5.037 
 140    0   13  9    -0.1118    -0.1113    -0.1123  +1.0702e-003      3.342 
 146    0   14  9    -0.1237    -0.1231    -0.1243  +1.1905e-003      3.227 
 132    0   12  9    -0.0520    -0.0516    -0.0518  +2.5145e-004      1.694 
 104    0    8  9    -0.0367    -0.0365    -0.0364  -4.4423e-005      0.447 
--- Injeção de corrente (imag)  --------------------------------------------------
   N    D    P  TP      Real     Medido   Estimado      Med-Est        rn 
----------------------------------------------------------------------------------
 115    0    9 10    +0.0350    +0.0349    +0.0611  -2.6138e-002    611.846 
 101    0    7 10    -0.0069    -0.0070    -0.0067  -2.9992e-004    206.936 
  93    0    6 10    -0.0222    -0.0222    -0.0261  +3.8279e-003    180.120 
 127    0   11 10    +0.0242    +0.0241    +0.0189  +5.1411e-003    112.379 
  83    0    5 10    +0.0166    +0.0165    +0.0179  -1.4441e-003    103.617 
 105    0    8 10    -0.1547    -0.1548    -0.1068  -4.8030e-002     99.497 
 147    0   14 10    +0.0828    +0.0824    +0.1050  -2.2648e-002     90.631 
 121    0   10 10    +0.0765    +0.0767    +0.0972  -2.0472e-002     89.585 
 133    0   12 10    +0.0297    +0.0294    +0.0244  +4.9971e-003     60.453 
  73    0    4 10    +0.0466    +0.0468    +0.0422  +4.5685e-003     46.238 
 141    0   13 10    +0.0920    +0.0921    +0.0791  +1.3023e-002     45.832 
  61    0    3 10    +0.1482    +0.1475    +0.1371  +1.0388e-002     21.553 
  55    0    2 10    -0.3048    -0.3058    -0.3255  +1.9635e-002     20.576 
  45    0    1 10    +0.1580    +0.1591    +0.1580  +1.1028e-003      2.442 
----------------------------------------------------------------------------------
Possível erro grosseiro no medidor 115!
Medida crítica  100!
Possíveis conjuntos críticos:
Conjunto 1: 84 10
Conjunto 2: 10 11
Conjunto 3: 12 36
Conjunto 4: 96 34 33
Conjunto 5: 34 33
Conjunto 6: 129 146 57
Conjunto 7: 146 57
Conjunto 8: 85 140
Conjunto 9: 63 24
Conjunto 10: 24 48
Conjunto 11: 48 60
Conjunto 12: 66 38
Conjunto 13: 38 137
Conjunto 14: 117 49 120
Conjunto 15: 49 120
Conjunto 16: 27 16 76
Conjunto 17: 16 76
Conjunto 18: 23 51
Conjunto 19: 139 5
Conjunto 20: 86 53
Conjunto 21: 92 29 26
Conjunto 22: 29 26
Conjunto 23: 55 21 131
Conjunto 24: 21 131 58
Conjunto 25: 131 58
Conjunto 26: 122 35
Conjunto 27: 2 72
Conjunto 28: 3 138
Conjunto 29: 141 50 73
Conjunto 30: 50 73
Conjunto 31: 79 114
Conjunto 32: 114 78 71
Conjunto 33: 78 71
Conjunto 34: 82 59
Conjunto 35: 90 37
Conjunto 36: 69 97
Conjunto 37: 67 80
Conjunto 38: 103 124 99
Conjunto 39: 124 99
Conjunto 40: 99 105
Conjunto 41: 113 98 91
Conjunto 42: 98 91
Conjunto 43: 68 110
Conjunto 44: 112 145
Conjunto 45: 111 118
